﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:4bnljeOApVMtnnWwgFOVeB","It's Just A Playground","Dday One","Heavy Migration","1","12","252466","spotify:user:yaydevally","2017-05-29T12:12:15Z"
"spotify:track:3HdUrpkAow3u2nX7ftTjOp","Floating Beams","Pavel Dovgal","The Aura","1","1","182810","spotify:user:yaydevally","2017-05-29T12:13:59Z"
"spotify:track:2NqDHHA21WDXtpbedTuTQd","Kickit","Skipless","Beaumont / Kickit Remixes","1","4","120514","spotify:user:yaydevally","2017-05-29T12:17:10Z"
"spotify:track:50yO4cItpawRRgLEsUZexP","Day After Day","Auditive Escape","Peripetia","1","3","193846","spotify:user:yaydevally","2017-05-29T16:51:05Z"
"spotify:track:3XcCFafAyOyUUCFbRiASnV","Gorilla - Jon Kennedy Remix","Protassov","Fantastic Freeriding EP","1","4","345051","spotify:user:yaydevally","2017-05-29T16:51:32Z"
"spotify:track:1pjoFZ8E3rS8cirGl8R9ru","Heikki","Tor","Drum Therapy","1","2","319760","spotify:user:yaydevally","2017-05-29T16:51:54Z"
"spotify:track:5cm4s0jnMVyKD4IpHHKDpA","It's All Good Tho","Wandl","It's All Good Tho","1","13","70230","spotify:user:yaydevally","2017-06-02T19:16:37Z"
"spotify:track:49N38FX84763M2v8zjfs2O","Mellowtune","Potatohead People","Mellowtunes EP","1","2","249226","spotify:user:yaydevally","2017-06-07T11:37:43Z"
"spotify:track:1NvBjEUgjA4IAcvVf68I5h","Hired Goons","Evil Nine","You Can Be Special Too","1","15","344400","spotify:user:yaydevally","2017-06-07T11:45:15Z"
"spotify:track:6wMi7IkqHnHjwWS77pwSW5","Air Lock","Kona Triangle","Sing a New Sapling into Existence","1","8","248173","spotify:user:yaydevally","2017-06-09T08:25:53Z"
"spotify:track:759azJbpamSPv7c27WHRu9","Nobody","Rag'n'Bone Man, Leaf Dog","Dog 'n' Bone","1","1","165400","spotify:user:yaydevally","2017-06-09T08:26:43Z"
"spotify:track:2fidvALAD0Fn5BToaiosy2","My Life's In These Bottles","Loka","Xen Cuts","1","24","328866","spotify:user:yaydevally","2017-06-10T17:48:25Z"
"spotify:track:7ze6E2OAiJwzPLUJNzzeRe","Street Jazz","K-DEF","One Man Band","1","5","187161","spotify:user:yaydevally","2017-06-11T07:08:16Z"
"spotify:track:4jrnabJuksUnzUfDlv1gIE","Revenge Of The Bomberclad Joint","Knowtoryus","Revenge Of The Bomberclad Joint","1","1","277360","spotify:user:yaydevally","2017-06-11T07:09:31Z"
"spotify:track:43dzZVjLpB2PzR2NhiDlQC","Late October - Fat Jon Instrumental","5 Deez, Fat Jon","Superrappin - The Album, Vol. 2 (Instrumental Version)","1","5","297453","spotify:user:yaydevally","2017-06-11T07:10:36Z"
"spotify:track:0pg2VKzTsBdbxPzcOkReY2","A grand love theme","Kid Loco","A Grand Love Story","1","1","242800","spotify:user:yaydevally","2017-06-11T11:50:16Z"
"spotify:track:0VuzA7lyIFn1VzinsOak8J","93 'Til Infinity - LP Instrumental","Souls Of Mischief","93 'Til Infinity (The Remixes)","1","6","292053","spotify:user:yaydevally","2017-06-11T11:51:38Z"
"spotify:track:2lUee32MAzfyYvFyZku6x1","Purple","Marek Hemmann","Moments","1","4","358086","spotify:user:yaydevally","2017-06-11T11:53:09Z"
"spotify:track:2VRjBAR75uiFsUoA2fcTFn","As I Lay Dying","Diplo","F10RIDA","1","15","232946","spotify:user:yaydevally","2017-06-13T11:17:26Z"
"spotify:track:014S84Cgs1uGmWOIW6V9U9","A Little Soul","Pete Rock","Petestrumentals - 10th Anniversary Expanded & Limited Edition","1","1","341200","spotify:user:yaydevally","2017-06-13T11:43:42Z"
"spotify:track:6PX8IpFbf84tV4l1D9S0bh","walkright","Bahwee","Flavors","1","8","124160","spotify:user:yaydevally","2017-06-13T11:46:41Z"
"spotify:track:2FYiwgmJZNQFXtvvVQvOdI","Soundgirl Personal","Fat Jon","Repaint Tomorrow","1","3","165697","spotify:user:yaydevally","2017-06-13T11:50:34Z"
"spotify:track:2KA771ZeeImeyTQlyyVm47","Adam","Ishome","Confession","1","2","250682","spotify:user:yaydevally","2017-06-13T11:54:09Z"
"spotify:track:2SZDn4O5PiJxeOReNuee0O","Wandfarbe (feat. fLOwTEC)","FloFilz, Flowtec","Metronom","1","1","118573","spotify:user:yaydevally","2017-06-13T11:55:32Z"
"spotify:track:5DrhX5WrnzIGRPu8JvFvQh","Space Vandals","Moderator","The World Within","1","9","202880","spotify:user:yaydevally","2017-06-13T12:03:04Z"
"spotify:track:43Fqg2SD5As4aFabpdRKWd","Taps On","Kelpe","Margins EP","1","4","235743","spotify:user:yaydevally","2017-06-13T12:28:11Z"
"spotify:track:5g6zhzQfzzZ3EZ41xRmiS0","2040","Free The Robots, Jon Wayne","The Balance","1","11","162133","spotify:user:yaydevally","2017-06-13T12:29:11Z"
"spotify:track:0Ip2pWYQmo8NUxKql20QPk","Jaded","Lone","Reality Testing","1","9","289082","spotify:user:yaydevally","2017-06-29T07:09:56Z"
"spotify:track:1TeWsCc5bVirxuWn0i40kg","Funny Guy","Smokey Joe & The Kid, Fred Wesley","Running to the Moon","1","6","251739","spotify:user:yaydevally","2017-06-29T08:23:39Z"
"spotify:track:1BnZcNa17Tcg81btn7g9Vq","Spliff Break","Chris Lorenzo","Destroy the Image","1","8","161367","spotify:user:yaydevally","2017-06-29T08:30:01Z"
"spotify:track:1zZffBYAhhrtTHZjtcD8RH","Everything (feat. Bajka)","Radio Citizen, Bajka","Berlin Serengeti","1","3","243040","spotify:user:yaydevally","2017-06-29T10:51:28Z"
"spotify:track:2xdh28dWDDX41LK5DIWkOp","La Divina","Parov Stelar Trio","The Invisible Girl","1","7","283933","spotify:user:yaydevally","2017-06-30T09:43:45Z"
"spotify:track:37h0skbIO2TSSP8Odlpkkn","Truth","Submerse","Works","1","1","165600","spotify:user:yaydevally","2017-06-30T09:43:49Z"
"spotify:track:2xtmsHsP6uEfE0EZbQ5PFz","Rich at Heart","CharlesTheFirst","Rich at Heart","1","1","150461","spotify:user:yaydevally","2017-06-30T09:44:36Z"
"spotify:track:3BEmmHuv5jm0tbCUVI6ceD","The Crow","DJ Food","Kaleidoscope","1","6","373373","spotify:user:yaydevally","2017-06-30T09:48:10Z"
"spotify:track:5XqTG9sDR3N2Zlyx79raoF","We're Gettin’ Down","Tek 9","It’s Not What You Think It Is !!?!","1","5","301160","spotify:user:yaydevally","2017-07-06T07:59:33Z"
"spotify:track:5LB8Xop5SuozvPINeSSMf5","Silver","Bonobo","Animal Magic","1","10","393533","spotify:user:yaydevally","2017-07-09T06:03:06Z"
"spotify:track:2EoZN6nXH0cPGnkouSXNzm","Bones","Lazlo Hollyfeld","The Pacer EP","1","5","253906","spotify:user:yaydevally","2017-07-10T09:10:08Z"
"spotify:track:4jwB25eTwMNal8spkjEG8O","Blue Sunday","Maribou State","Truths","1","1","344346","spotify:user:yaydevally","2017-07-10T09:45:09Z"
"spotify:track:70gmuuu8obftUU0z0mIKkb","I Neva Dared","Module","Remarkable Engines","1","3","294600","spotify:user:yaydevally","2017-07-10T10:17:05Z"
"spotify:track:23t2WMVoYKR9XqLVsk6WAG","Let the Funk Ride","Aim","Means of Production","1","3","311480","spotify:user:yaydevally","2017-08-04T23:35:34Z"
"spotify:track:41aTJx3zjZuQbT4jIaV87g","Chase Me","Hexstatic","Master-View","1","2","293146","spotify:user:yaydevally","2017-08-04T23:49:25Z"
"spotify:track:6QLp8WLQlkqSd9l5fEt36R","Moon","Little People","Mickey Mouse Operation","1","2","227866","spotify:user:yaydevally","2017-08-08T22:04:53Z"
"spotify:track:5ARzSbwswx5twNmOr1eOb2","Armadilla","Bassti","Lost and Found","1","2","92045","spotify:user:yaydevally","2017-08-09T23:50:59Z"
"spotify:track:1Q9WtjLnMCSsdVdKxAWtLy","Hip Hop feat.Twone Gabz - Instrumental","DJ Jazzy Jeff","The Return Of The Magnificent (instrumental)","1","1","294546","spotify:user:yaydevally","2017-08-21T14:24:17Z"
"spotify:track:6WgpNDZeOKYbHQS4b1ciPA","Party With Children","Ratatat","LP4","1","8","177853","spotify:user:yaydevally","2017-09-04T11:51:14Z"
"spotify:track:2aqBvf4lxYnJ112aqVXEFA","The Hop (feat. Bajka)","Radio Citizen, Bajka","Berlin Serengeti","1","1","214080","spotify:user:yaydevally","2017-09-04T11:54:49Z"
"spotify:track:58M2A8KjUuyMUgTcbSohWw","Skanky Panky","Kid Koala","Some Of My Best Friends Are DJs","1","7","203840","spotify:user:yaydevally","2017-09-04T11:55:16Z"
"spotify:track:55bFnrLvc4tUvHVngYhMV3","Concept 1","Kodomo","Still Life","1","4","307546","spotify:user:yaydevally","2017-09-04T11:56:52Z"
"spotify:track:6n38bJAd4Lwhe4d30TBIou","Northwest","Aim","Flight 602","1","3","285946","spotify:user:yaydevally","2017-09-04T11:57:09Z"
"spotify:track:5pA39NQIP1nZgvFxV5Fi7S","Good Disease","Aim, Stephen Jones","Hinterland","1","7","263280","spotify:user:yaydevally","2017-09-04T11:58:21Z"
"spotify:track:4IBwgoDpNG2p7EouVtFw0E","Venice Venture","Big Wild","Venice Venture","1","1","220865","spotify:user:yaydevally","2017-09-04T11:59:32Z"
"spotify:track:42oxODsk5tdak8SjOQiEOs","Yo","Flamingosis","1 Year of Rootnote","1","1","152727","spotify:user:yaydevally","2017-09-04T12:05:02Z"
"spotify:track:4GSCvqBoXHRXZdEdzHJq7r","Lion - Jamie XX Remix","Four Tet","Pink Remixes","1","3","428500","spotify:user:yaydevally","2017-09-04T12:06:39Z"
"spotify:track:2QYM6vwhjafvhvFsN9ovIV","Spread Love","V.I.V.E.K","Eyes Down EP","1","2","390854","spotify:user:yaydevally","2017-09-04T12:15:38Z"
"spotify:track:2txzYbutV3fMyJjGqWpt1G","Low Down","HashFinger","Kites","1","1","153103","spotify:user:yaydevally","2017-09-04T12:15:51Z"
"spotify:track:511IqVVwoTtJ9LO8833ufv","Speechless - Drum & Bass","Count Basic","The Remix Hit Collection Vol. 1","1","4","411706","spotify:user:yaydevally","2017-09-04T12:16:25Z"
"spotify:track:1Mq8W0CsCl5ZON0yOW7HRl","Strange - Original Version","Mr. Moods, Darkside","Strange","1","1","207915","spotify:user:yaydevally","2017-09-04T12:18:29Z"
"spotify:track:0D5uuEYg0MNiNhrxwA41kl","Why Should I Cry?","Avia","I See That Now...","1","3","232013","spotify:user:yaydevally","2017-09-04T12:19:16Z"
"spotify:track:1SCzBYUakrKCCFd8Zzh3zB","Night Out","Slackwax","Slackwax EP","1","3","324813","spotify:user:yaydevally","2017-09-04T12:19:31Z"
"spotify:track:5nqw4dpNtD36A0RYGkYGxA","Solsidan - Original Mix","HNNY","Solsidan / Alby","1","1","305364","spotify:user:yaydevally","2017-09-04T12:22:10Z"
"spotify:track:3tuaigI8HV48Ri1rHlHjuE","Nature Blues","Frenic","Dr. DAD","1","4","167004","spotify:user:yaydevally","2017-09-04T12:22:18Z"
"spotify:track:3mYX7FSJLpu5EybAkailzm","Rain","Senbeï","Army of Me - EP","1","2","264130","spotify:user:yaydevally","2017-09-04T12:23:32Z"
"spotify:track:7aZTn0qOOWmC7lDrBBvytB","Chasing Clouds","Kinobe","Choose Your Own Adventure","1","3","256313","spotify:user:yaydevally","2017-09-04T12:25:11Z"
"spotify:track:15p4zvWigjysxyDwabL8Gw","I Wan'Na Be Like You (The Monkey Song)","Louis Prima, Phil Harris","The Jungle Book Original Soundtrack (English Version)","1","5","279560","spotify:user:yaydevally","2017-09-04T12:27:45Z"
"spotify:track:4xFVqnAYecgGlrPb32HSSI","The Novel Sound","Llorca","Newcomer","1","1","427160","spotify:user:yaydevally","2017-09-04T12:28:40Z"
"spotify:track:4xSs79oSJU5Buxlo1q56pX","The End","Llorca","Newcomer","1","9","445600","spotify:user:yaydevally","2017-09-04T12:29:15Z"
"spotify:track:2xK5rPVRQuBS3R1v7YXWU8","Pure Easy","The Dining Rooms","Numero Deux","1","1","276375","spotify:user:yaydevally","2017-09-04T12:30:41Z"
"spotify:track:4tqSTopUiueGZMvPthpqEf","Harmonicas Are Shite","Fila Brazillia","Maim That Tune","1","7","391386","spotify:user:yaydevally","2017-09-04T12:30:54Z"
"spotify:track:4CFAqfPJlI1jSwavyfMkqv","Yachts (feat. Chris Coco)","A Man Called Adam, Chris Coco","Collected Works, Volume One","1","2","343676","spotify:user:yaydevally","2017-09-04T12:31:08Z"
"spotify:track:42KH8RyUTkxfjf46I7MQXP","Sit Down","Shazz, Michael Robinson","Les Régates Impériales","1","1","225000","spotify:user:yaydevally","2017-09-04T12:31:24Z"
"spotify:track:4pacjgB9HKMh2BVVQR1Bnb","Loafin'","The Deadbeats","Made In The Shade","1","6","383383","spotify:user:yaydevally","2017-09-04T12:31:35Z"
"spotify:track:0U6AkT4YR4nVdgpbIJvvCM","Metti Una Sera A Cena - Jazzanova Remix","Balanço","More","1","15","382955","spotify:user:yaydevally","2017-09-04T12:33:57Z"
"spotify:track:0caUoX71D8MNwFagsN5QzF","Teddy Acapulco","Vono Box","El Vono","1","2","308013","spotify:user:yaydevally","2017-09-04T12:34:32Z"
"spotify:track:5rWj80ADs9hoU86UFz5Sul","Berry Love You B","Berry Weight","Unreleased","1","1","244950","spotify:user:yaydevally","2017-09-04T12:35:44Z"
"spotify:track:7uD8LXoFl2dfzvmTdi9ci1","Monkey Stones","Frenic","Dr. DAD","1","3","163200","spotify:user:yaydevally","2017-09-04T12:36:11Z"
"spotify:track:0HhQkstGTMMPNy5FyK74oe","The Hypnotic","Kabanjak","Rhythm","1","4","243866","spotify:user:yaydevally","2017-09-04T12:36:51Z"
"spotify:track:378VLW9oHeTOGW7svdN6Fg","Outside Your Doorway","2econd Class Citizen","The Small Minority","1","3","233482","spotify:user:yaydevally","2017-09-04T12:37:10Z"
"spotify:track:6avZNHsVLhuBvyg75cKdVw","Tornado (Instrumental)","The Polish Ambassador","Dreaming of an Old Tomorrow (Instrumentals)","1","2","244065","spotify:user:yaydevally","2017-09-04T12:37:53Z"
"spotify:track:3rfV0emjPY7hJpEauhOJ79","जीव","Moth Equals","One Tusk","1","8","232000","spotify:user:yaydevally","2017-09-04T12:38:40Z"
"spotify:track:4Tw4ikxkmiH3Abrzxnd63O","The Heavens Opened and Closed","Moth Equals","One Tusk","1","5","206837","spotify:user:yaydevally","2017-09-04T12:38:53Z"
"spotify:track:6ttR9PMMtt1QyGmPWKRRow","Hi-Wa Itck","Moth Equals","Honey Trap","1","12","286400","spotify:user:yaydevally","2017-09-04T12:42:22Z"
"spotify:track:0SqOkoNn7rBoXkVczuByWV","Deathless Audio","Frenic","Dr. DAD","1","1","304000","spotify:user:yaydevally","2017-09-04T12:43:43Z"
"spotify:track:6Yhixix2nKBGB2PI1z1P0d","Kefi","Harald Kindseth","Ocean Brie","1","1","202600","spotify:user:yaydevally","2017-09-05T13:01:33Z"
"spotify:track:27lwKoxmmv7pbklRWWEhYr","The Turning Point","DJ Format","If You Can't Join 'Em… Beat 'Em","1","5","314506","spotify:user:yaydevally","2017-09-05T13:06:55Z"
"spotify:track:4waE9P6nLmok9FPo0GteRo","Mystery","Milo Mills","Paradise Soon","1","6","110769","spotify:user:yaydevally","2017-09-05T13:08:41Z"
"spotify:track:5IyrmchZpgTzL1NHDOIhdE","Who's Got The Bacon?","Howie B.","Turn The Dark Off","1","8","264573","spotify:user:yaydevally","2017-09-05T13:18:21Z"
"spotify:track:2iN3sND7JNguttGbuyr8pe","Duet","Gonjasufi","A Sufi And A Killer","1","10","186200","spotify:user:yaydevally","2017-09-11T06:01:13Z"
"spotify:track:3exsUVy59YO9VcLOo8qvAL","Sunrise In Paris - Original Mix","Jenova 7, Mr. Moods","Time Travellers II","1","4","192261","spotify:user:yaydevally","2017-09-11T06:04:18Z"
"spotify:track:1QuON1epjuRDg6PbGGLKCb","Overhead","Professor Kliq","The Scientific Method, Vol 2","1","15","315733","spotify:user:yaydevally","2017-09-11T06:06:49Z"
"spotify:track:2cXHGk1xgwKBghFTBTYQJ5","From Home, to Work, and Back..","Tall Black Guy","8 Miles to Moenart","1","4","173440","spotify:user:yaydevally","2017-09-11T06:30:33Z"
"spotify:track:51xTVJctR9WkFpcC4hGNaF","Pictures (feat. Josa Peit)","Dexter","The Trip","1","17","218900","spotify:user:yaydevally","2017-09-11T06:44:06Z"
"spotify:track:0iRET0qH1iCZkz2UoePUnU","In My Car","Gold Panda","Good Luck And Do Your Best","1","2","267733","spotify:user:yaydevally","2017-09-11T06:58:58Z"
"spotify:track:6dB6YYgBOPtzt37Fa0M8Eh","Recuring Dream","Elaquent","The Scenic Route","1","1","173127","spotify:user:yaydevally","2017-09-11T07:01:07Z"
"spotify:track:3haSQ1sTtD7UuRI510NGwr","Channel 1 Suite","The Cinematic Orchestra","Motion","1","4","350520","spotify:user:yaydevally","2017-09-16T06:13:36Z"
"spotify:track:4KQz5dAQALTezCFe8RhM3T","Jazz Master","Alex Reece","So Far","1","2","334933","spotify:user:yaydevally","2017-09-19T15:48:55Z"
"spotify:track:3cC4TINErPyxCWtSN9w32h","Figure Numatic","Nubiyan Twist","Figure Numatic","1","1","370610","spotify:user:yaydevally","2017-09-28T05:16:19Z"
"spotify:track:2WsCIAAQLuVB40Fx3LUEhN","Fluid Mechanics","Reso","Kodama","1","2","229833","spotify:user:yaydevally","2017-09-28T05:21:46Z"
"spotify:track:6KOfWvbeZiCdMCGSEmptt0","Everyday Scenario","Brenk Sinatra","Gumbo II: Pretty Ugly / Lost Tapes","1","5","109200","spotify:user:yaydevally","2017-09-28T05:29:14Z"
"spotify:track:3OsTZaxDWytFQL7wML9AkR","Adhara","Fat Jon","Hundred Eight Stars","1","1","253376","spotify:user:yaydevally","2017-09-28T05:44:52Z"
"spotify:track:6E30FgCm4lAmUjbGoZsR22","Shut Up","Betty Ford Boys","Retox","1","9","149666","spotify:user:yaydevally","2017-09-28T05:53:41Z"
"spotify:track:2JcFnJcfunx9ydES6ffKdm","Polyfizzal Drizzal","Desmond Cheese","Fame & Fortune","1","5","282946","spotify:user:yaydevally","2017-09-28T05:56:36Z"
"spotify:track:0Sj035l9msaP8sj6CDqAPk","1993","DJ Signify","Of Cities","1","9","211386","spotify:user:yaydevally","2017-09-28T06:11:30Z"
"spotify:track:0Oim7ZcV2NzoAdR2YtHGbr","Elevator","Swindle, TC","Peace, Love & Music","1","13","221933","spotify:user:yaydevally","2017-09-28T06:29:23Z"
"spotify:track:0ng3EsPSuIhLOoYMedRh5s","Shine","The Alchemist","Rapper's Best Friend (An Instrumental Series)","1","14","273106","spotify:user:yaydevally","2017-09-28T06:41:04Z"
"spotify:track:78Et85CyEb5fmvhQavjf4F","Smile","Ours Samplus","Smile","1","1","170016","spotify:user:yaydevally","2017-09-28T06:42:46Z"
"spotify:track:5fLZuNSgxfmwz2E2uDarIj","Lazy Soul","Mux Mool","Drum EP 2","1","6","268559","spotify:user:yaydevally","2017-10-02T05:20:42Z"
"spotify:track:52T8FsSHPKao14Z4uWQb76","Nightlife","Amon Tobin","Permutation","1","5","389613","spotify:user:yaydevally","2017-10-02T05:43:41Z"
"spotify:track:0Smxi47vM9rcOiUXsYuxER","Clin D'oeil","Jazz Liberatorz","Clin D'oeil","1","1","424160","spotify:user:yaydevally","2017-10-02T06:19:59Z"
"spotify:track:4Cb0QopUtV4wfImP03VNUJ","The Light","Cunninlynguists","A Piece Of Strange","1","16","329946","spotify:user:yaydevally","2017-10-02T06:28:26Z"
"spotify:track:6NIvjS7By41g6i4h8ZSRZC","on the one & three","zero dB","Bongos, Bleeps & Basslines","1","8","337693","spotify:user:yaydevally","2017-10-03T08:46:09Z"
"spotify:track:5unxEYPT3tir8IDF390YnP","te quiero","zero dB","Bongos, Bleeps & Basslines","1","7","391360","spotify:user:yaydevally","2017-10-03T09:06:36Z"
"spotify:track:5XVNgGhxItxSOQBVxHuzjY","That Girl","Iman Omari","High-Loops & Higher-Loops","1","18","141750","spotify:user:yaydevally","2017-10-06T22:49:28Z"
"spotify:track:1DWNQ9ZC6Ttmst24QcmR4F","Soul Power","Mecca:83, KAZUMI KANEDA","Life Sketches Vol. 3","1","8","208321","spotify:user:yaydevally","2017-10-10T08:40:31Z"
"spotify:track:16A5fpcwWEvgTBA7OeYZu5","Thought Seeds","DJ Frane","Electric Garden of Delights","1","1","252226","spotify:user:yaydevally","2017-10-12T09:39:11Z"
"spotify:track:6qP4VUBsSCro7ejWZBifjn","Heroine","Wildcookie","Cookie Dough (Freddie Cruger & Anthony Mills)","1","6","229960","spotify:user:yaydevally","2017-10-21T18:14:44Z"
"spotify:track:3t0jdtXL8Ya9gNaCDPWTjK","Rabia","Umoja","Vuelo Nocturno","1","4","224000","spotify:user:yaydevally","2017-10-21T18:19:43Z"
"spotify:track:1JkCKa7ySlmtczaeqsMvA2","Desmond's Empire","O'Flynn","Tyrion / Desmond's Empire","1","2","276206","spotify:user:yaydevally","2017-10-22T05:23:46Z"
"spotify:track:5KYL8pl16z08zdXtmct8KC","Export Import","Tosca","Export Import","1","1","406895","spotify:user:yaydevally","2017-10-23T05:11:21Z"
"spotify:track:3ifYRl7NEA3WSxXAXtgXKw","We Are Coming - Max Graef Remix","Mr. Scruff","We Are Coming (Max Graef Remix)","1","1","448510","spotify:user:yaydevally","2017-10-23T05:20:45Z"
"spotify:track:2KsxLCT6WgBp5RczX2K9mE","Kololi Under The Moon - Original mix","Populous","Senegambia Rebel","1","1","215892","spotify:user:yaydevally","2017-10-26T20:04:06Z"
"spotify:track:68XtqwdhMs8i39J3LILQs4","Baited - Original Mix","Electrocado","Scribble","1","1","360000","spotify:user:yaydevally","2017-11-03T12:56:56Z"
"spotify:track:095Ywi8yA0d2ZDpdPYrqsq","Midwest","DJ Unwind","Truth Beyond the Beat","1","5","218613","spotify:user:yaydevally","2017-11-04T16:35:24Z"
"spotify:track:4h1TgVQBy4VVkcwJpZFDbN","Outside The Box","40 Winks","It's The Trip","1","2","205977","spotify:user:yaydevally","2017-11-12T13:22:11Z"
"spotify:track:5VxHtln8GvqtvkxMB0tV0S","The Inside Man - Soopasoul remix","Funky Destination","Revolution Is Only Solution","1","8","440350","spotify:user:yaydevally","2017-11-12T13:24:32Z"
"spotify:track:7hb2hEHV71IqQFz3WrhAUj","Stakes Is High","Dela","Atmosphere Airlines Vol.1","1","3","128114","spotify:user:yaydevally","2017-11-12T13:38:08Z"
"spotify:track:5DBHf9TJyINVithuciTmic","Mad Blunted Jazz","DJ Cam","Underground Vibes","1","3","310413","spotify:user:yaydevally","2017-11-17T10:48:51Z"
"spotify:track:7eG85nwjHifIsH99lbD62L","Boom Clack","Jon Kennedy","Corporeal","1","1","306924","spotify:user:yaydevally","2017-11-17T10:59:32Z"
"spotify:track:2G6dtpFgHX75Ei0ros3opC","Goodbye","Scratch Bandits Crew","Stereo 7","1","7","251927","spotify:user:yaydevally","2017-11-17T11:12:26Z"
"spotify:track:283yu0WVrDlM76Wi12t6Vm","Dandilion","Funkommunity","Chequered Thoughts","1","4","286880","spotify:user:yaydevally","2017-11-17T11:32:39Z"
"spotify:track:36JQCzlMLAAwps8ZBRHG2H","One of These Days","The Q4","Sound Surroundings (Deluxe Edition)","1","2","239646","spotify:user:yaydevally","2017-11-17T12:10:24Z"
"spotify:track:5xiaeeBABjWwxekDQKSAzu","Don't Mean A Thing","Lapalux","Lustmore","1","10","348741","spotify:user:yaydevally","2017-11-17T12:29:12Z"
"spotify:track:6gUTqWQfFxidzMpF3qOllH","Kouign Amann","20syl, Kafutchino","La Boulangerie, vol. 3 (La Fine Équipe & Friends)","1","2","247368","spotify:user:yaydevally","2017-11-18T13:20:24Z"
"spotify:track:37WssUIwxFxg785SVYSc6H","The Keeper - Alex Banks Remix","Bonobo, Andreya Triana, Alex Banks","Black Sands Remixed","1","2","371133","spotify:user:yaydevally","2017-11-29T14:51:56Z"
"spotify:track:3HZWqLhVeBLScoeaTK8IIS","Mama Jay","Frizzy P & Mr Cole","Ladi Dadi","1","4","225255","spotify:user:yaydevally","2017-12-04T06:41:18Z"
"spotify:track:7wDZW9hN9fAXOzEffY7ejA","Saragossa","Skalpel","Transit","1","6","163253","spotify:user:yaydevally","2017-12-05T12:27:35Z"
"spotify:track:0uZYMIKrE9LLqwCmuG9Gx9","Get It Together","TM Juke, Bread & Water","Maps from the Wilderness","1","3","381813","spotify:user:yaydevally","2017-12-12T11:16:56Z"
"spotify:track:3CPEHHI4FNetNwk5OG7Itr","Only Sequences Change","Blockhead","The Music Scene","1","3","284266","spotify:user:yaydevally","2017-12-12T12:59:44Z"
"spotify:track:4iB8tsFTPqOAnrCBsz3Baa","Which One Of You Jerks Drank My Arnold Palmer","Blockhead","The Music Scene","1","4","288560","spotify:user:yaydevally","2017-12-12T13:00:09Z"
"spotify:track:4fUAxTnK9nc4UYJNQbsimy","Attack The Doctor","Blockhead","The Music Scene","1","5","346440","spotify:user:yaydevally","2017-12-12T13:00:31Z"
"spotify:track:5oWHRXKO10k0MNMR4YCA7W","The Prettiest Sea Slug","Blockhead","The Music Scene","1","6","275600","spotify:user:yaydevally","2017-12-12T13:10:51Z"
"spotify:track:1fqrSCC1jBVOqDs8hVSkWU","The Daily Routine","Blockhead","The Music Scene","1","7","408360","spotify:user:yaydevally","2017-12-12T13:11:03Z"
"spotify:track:5IBdFZzoSHqu6iGq3V4U7o","Hell Camp","Blockhead","The Music Scene","1","11","277714","spotify:user:yaydevally","2017-12-12T13:17:23Z"
"spotify:track:2LH8eZOTAp4spvNCuLvZ8V","Farewell Spaceman","Blockhead","The Music Scene","1","12","395373","spotify:user:yaydevally","2017-12-12T13:20:57Z"
"spotify:track:6AHrjNGEAwOJ6TccgEQMec","Right Now","Tsuruda","Move","1","6","107027","spotify:user:yaydevally","2017-12-15T12:43:00Z"
"spotify:track:4g49Jw7JmEkv9fO3yowEgQ","Angst","Valentin Stip","Angst","1","3","413495","spotify:user:yaydevally","2017-12-16T12:24:58Z"
"spotify:track:6zcaz3T7afuq0lwVYhqUFv","Haiku","delt","Loose Tracks","1","6","102014","spotify:user:yaydevally","2017-12-16T12:29:23Z"
"spotify:track:4JCmpKszRvku5euErqBIPO","Da Feelin","Nightmares On Wax","Thought So…","1","2","281626","spotify:user:yaydevally","2017-12-16T12:32:35Z"
"spotify:track:5APnRHRaXCO0iQWQFpwKdg","A Distant View","Flevans","A Distant View","1","6","269333","spotify:user:yaydevally","2017-12-16T12:35:59Z"
"spotify:track:02G42teKnMwPwDFEKUfdct","Loop No 1","Moomin","A Minor Thought","1","3","372041","spotify:user:yaydevally","2017-12-16T13:00:40Z"
"spotify:track:3mpREieq9LagvI9PX9Jljw","The Dream","TrinityRoots","Home, Land and Sea","1","3","538333","spotify:user:yaydevally","2017-12-16T13:13:55Z"
"spotify:track:5ZtKJy1I3RfBfgEPiTWaDn","Goldrush","The Herbaliser","Very Mercenary","1","5","369586","spotify:user:yaydevally","2017-12-16T13:16:05Z"
"spotify:track:0pAcTC4s2ZC5E7B62vAbwE","What's The Word (feat. Nas)","Joe Fox, Nas","What's The Word (feat. Nas)","1","1","170865","spotify:user:yaydevally","2017-12-16T13:26:24Z"
"spotify:track:6go7OFrxZHAY5yLBCi2hF5","Spilling into You","Poppy Ajudha, Kojey Radical","Spilling into You","1","2","232361","spotify:user:yaydevally","2017-12-16T13:36:10Z"
"spotify:track:0Brf1s65f8eekORKK9gpe4","Adieu, Pt. II","Tchami","Revelations EP","1","6","252413","spotify:user:yaydevally","2017-12-16T13:41:23Z"
"spotify:track:6ffa5bR3EvkDecHADrhetd","Elnino","Green Assassin Dollar","Stem.​TΔpe","1","7","90000","spotify:user:yaydevally","2017-12-16T13:43:27Z"
